decks,policy,mean_ev,replicates,mean_win%,mean_draw%,mean_lose%
1,basic,0.002667,5,43.663266666666665,8.471266666666665,47.86546666666667
2,basic,-3.8333333333333355e-05,5,43.53253333333333,8.648066666666667,47.8194
4,basic,-0.004380666666666666,5,43.300333333333334,8.7478,47.95186666666667
6,basic,-0.0029,5,43.403333333333336,8.714533333333334,47.88213333333333
