decks,policy,mean_ev,replicates,mean_win%,mean_draw%,mean_lose%
1,basic,0.0009330000000000001,5,43.605,8.429,47.966
2,basic,-0.000276,5,43.5363,8.6032,47.8605
4,basic,-0.005376,5,43.269999999999996,8.7179,48.012100000000004
6,basic,-0.0044825,5,43.3532,8.648200000000001,47.9986
