decks,policy,mean_ev,replicates,mean_win%,mean_draw%,mean_lose%
1,basic,-0.031166133333334622,5,43.580666666666666,8.5914,47.827933333333334
2,basic,-0.032113866666667656,5,43.453266666666664,8.7758,47.77093333333333
4,basic,-0.03595079999999675,5,43.208866666666665,8.884400000000001,47.906733333333335
6,basic,-0.03452399999999825,5,43.309533333333334,8.844066666666667,47.8464
